id,prediction
394,1423.6085205078125
395,1404.2144775390625
396,1609.5086669921875
397,1750.06982421875
398,1229.4835205078125
399,932.343505859375
400,919.40771484375
401,880.3690185546875
402,752.1453857421875
403,399.2462158203125
404,170.8338623046875
405,114.786865234375
406,138.354248046875
407,120.15380859375
408,111.3487548828125
409,142.068115234375
410,332.369140625
411,713.4864501953125
412,1403.92236328125
413,2252.60400390625
414,3077.11376953125
415,3829.144775390625
416,4449.4755859375
417,4894.15234375
418,5165.96875
419,5224.8330078125
420,5093.4423828125
421,4679.75048828125
422,3935.966796875
423,3145.478515625
424,2457.32958984375
425,1749.873291015625
426,1041.2879638671875
427,448.132568359375
428,97.35595703125
429,0.0
430,0.0
431,0.0
432,0.0
433,28.80914306640625
434,181.4761962890625
435,476.7916259765625
436,1032.9486083984375
437,1934.30419921875
438,2473.67919921875
439,3106.189453125
440,3366.7021484375
441,4091.2109375
442,3953.999755859375
443,3138.25
444,1862.6595458984375
445,1081.442138671875
446,997.07080078125
447,1086.0662841796875
448,1310.7552490234375
449,740.2579345703125
450,380.06103515625
451,212.486328125
452,97.26727294921875
453,25.30419921875
454,19.34417724609375
455,0.32073974609375
456,0.0
457,0.0
458,98.56597900390625
459,271.33984375
460,573.67431640625
461,958.8427734375
462,2452.99169921875
463,3231.89501953125
464,3384.33837890625
465,3296.665771484375
466,4029.910888671875
467,4864.337890625
468,4972.615234375
469,4484.75390625
470,3896.76611328125
471,3285.398193359375
472,2528.06396484375
473,1762.3458251953125
474,1070.7442626953125
475,520.4232177734375
476,169.10797119140625
477,0.0
478,22.71337890625
479,37.23992919921875
480,120.8587646484375
481,175.78173828125
482,360.47998046875
483,749.87109375
484,1392.5152587890625
485,2161.42333984375
486,2955.276123046875
487,3705.12890625
488,4348.02490234375
489,4832.6591796875
490,5130.89892578125
491,5158.95263671875
492,5003.60986328125
493,4541.681640625
494,3857.6259765625
495,3154.830322265625
496,2449.986328125
497,1712.68017578125
498,1023.9346923828125
499,482.6329345703125
500,144.4598388671875
501,0.0
502,7.07757568359375
503,10.4647216796875
504,0.0
505,0.0
506,201.449951171875
507,595.9720458984375
508,1250.7850341796875
509,1974.808349609375
510,2740.001953125
511,3516.099365234375
512,4151.5498046875
513,4495.65087890625
514,4544.8466796875
515,4074.96240234375
516,3103.048095703125
517,3601.77490234375
518,2647.580078125
519,1879.844482421875
520,1674.7584228515625
521,1099.9345703125
522,444.5394287109375
523,43.2994384765625
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,129.16864013671875
532,287.703125
533,670.27001953125
534,868.58447265625
535,1484.3558349609375
536,1216.611328125
537,1149.1632080078125
538,1461.4713134765625
539,2842.88330078125
540,3215.8408203125
541,3745.12890625
542,3663.936767578125
543,3136.478271484375
544,2426.754150390625
545,1713.7303466796875
546,1055.2952880859375
547,503.3756103515625
548,161.131103515625
549,30.9295654296875
550,22.79937744140625
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,10.2884521484375
557,181.443603515625
558,385.937255859375
559,729.772705078125
560,1463.359375
561,1506.0875244140625
562,1169.17333984375
563,1198.5699462890625
564,1171.431884765625
565,1247.6290283203125
566,2041.0234375
567,2673.711669921875
568,2019.8355712890625
569,1158.252197265625
570,732.1275634765625
571,253.014892578125
572,11.83349609375
573,0.0
574,0.0
575,8.46612548828125
576,0.0
577,0.0
578,169.09027099609375
579,607.19677734375
580,1241.40625
581,1968.597900390625
582,2732.7998046875
583,3480.765625
584,4144.7314453125
585,4626.86474609375
586,4755.318359375
587,4523.703125
588,4147.90234375
589,3524.501953125
590,3312.3349609375
591,2327.69921875
592,1999.0400390625
593,1591.7474365234375
594,982.017822265625
595,440.7716064453125
596,96.4185791015625
597,0.0
598,0.0
599,0.0
600,0.0
601,15.75634765625
602,210.4124755859375
603,614.2816162109375
604,1185.4793701171875
605,1952.1083984375
606,2788.556884765625
607,3351.84716796875
608,3804.30126953125
609,4441.005859375
610,4902.0712890625
611,4981.8603515625
612,4815.6708984375
613,4390.3701171875
614,3495.80810546875
615,2371.07763671875
616,1644.9764404296875
617,1053.1663818359375
618,492.492919921875
619,161.3896484375
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,23.72052001953125
627,334.609619140625
628,620.1060791015625
629,943.26171875
630,1105.198486328125
631,1339.192626953125
632,1248.2947998046875
633,1553.7025146484375
634,2286.072265625
635,1501.94189453125
636,1332.130615234375
637,1689.2274169921875
638,1227.4111328125
639,1063.5919189453125
640,651.2052001953125
641,384.0438232421875
642,172.27392578125
643,32.89373779296875
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,92.683349609375
652,154.716796875
653,313.218017578125
654,521.6148681640625
655,820.1326904296875
656,870.6910400390625
657,815.6533203125
658,1087.5384521484375
659,1275.268310546875
660,1188.8507080078125
661,1096.6295166015625
662,967.0325927734375
663,789.471923828125
664,659.9085693359375
665,423.8720703125
666,272.8028564453125
667,86.45025634765625
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,143.4068603515625
675,488.9066162109375
676,1022.8438720703125
677,1769.240234375
678,2634.23486328125
679,3435.93115234375
680,3882.23974609375
681,4230.44189453125
682,4466.45361328125
683,4364.6572265625
684,4027.8154296875
685,3959.1689453125
686,3160.57763671875
687,2316.209716796875
688,1648.7767333984375
689,1143.96240234375
690,609.312744140625
691,206.5908203125
692,21.05706787109375
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,176.99407958984375
700,525.19287109375
701,739.7855224609375
702,876.542724609375
703,1327.5753173828125
704,1959.026123046875
705,3098.707275390625
706,3425.628662109375
707,3503.38818359375
708,3783.3837890625
709,3021.8583984375
710,1515.0413818359375
711,937.4993896484375
712,656.1895751953125
713,534.58154296875
714,327.130859375
715,144.079833984375
716,0.0
717,0.0
718,0.0
719,0.0
